kfold_file,fold,feature,l2_rate,dropout_rate,val_acc,test_acc
Dataset_10FoldCV_indexed.csv,1,image,0.001,0.5,0.9842105507850648,0.9947643876075744
Dataset_10FoldCV_indexed.csv,1,vein,1e-05,0.5,0.9684210419654846,0.9528796076774596
Dataset_10FoldCV_indexed.csv,1,xyprojection,0.01,0.5,0.8315789699554443,0.8167539238929749
Dataset_10FoldCV_indexed.csv,1,color,0.01,0.5,0.8842105269432068,0.8848167657852173
Dataset_10FoldCV_indexed.csv,1,texture,1e-05,0.5,0.8157894611358643,0.7801046967506409
Dataset_10FoldCV_indexed.csv,1,fourier,0.1,0.5,0.8157894611358643,0.7591623067855835
Dataset_10FoldCV_indexed.csv,1,shape,0.001,0.5,0.8999999761581421,0.9005235433578491
Dataset_10FoldCV_indexed.csv,2,image,1e-05,0.5,1.0,0.9790576100349426
Dataset_10FoldCV_indexed.csv,2,vein,1e-05,0.5,0.9895287752151488,0.9738219976425172
Dataset_10FoldCV_indexed.csv,2,xyprojection,1.0,0.5,0.8429319262504578,0.8324607610702515
Dataset_10FoldCV_indexed.csv,2,color,0.01,0.5,0.9162303805351256,0.8534031510353088
Dataset_10FoldCV_indexed.csv,2,texture,0.001,0.5,0.8481675386428833,0.8324607610702515
Dataset_10FoldCV_indexed.csv,2,fourier,0.1,0.5,0.7591623067855835,0.8115183115005493
Dataset_10FoldCV_indexed.csv,2,shape,0.01,0.5,0.9109947681427002,0.9109947681427002
Dataset_10FoldCV_indexed.csv,3,image,0.0001,0.5,0.9895287752151488,0.9895287752151488
Dataset_10FoldCV_indexed.csv,3,vein,0.001,0.5,0.9790576100349426,0.926701545715332
Dataset_10FoldCV_indexed.csv,3,xyprojection,0.01,0.5,0.8272251486778259,0.7905759215354919
Dataset_10FoldCV_indexed.csv,3,color,0.01,0.5,0.8848167657852173,0.8848167657852173
Dataset_10FoldCV_indexed.csv,3,texture,1e-05,0.5,0.8272251486778259,0.8481675386428833
Dataset_10FoldCV_indexed.csv,3,fourier,0.001,0.5,0.7958115339279175,0.7748690843582153
Dataset_10FoldCV_indexed.csv,3,shape,0.001,0.5,0.9162303805351256,0.9109947681427002
Dataset_10FoldCV_indexed.csv,4,image,0.0001,0.5,0.9947643876075744,0.9895287752151488
Dataset_10FoldCV_indexed.csv,4,vein,0.0001,0.5,0.9685863852500916,0.9790576100349426
Dataset_10FoldCV_indexed.csv,4,xyprojection,0.001,0.5,0.8691099286079407,0.8586387634277344
Dataset_10FoldCV_indexed.csv,4,color,0.0001,0.5,0.9057591557502748,0.8848167657852173
Dataset_10FoldCV_indexed.csv,4,texture,0.001,0.5,0.8691099286079407,0.8481675386428833
Dataset_10FoldCV_indexed.csv,4,fourier,0.1,0.5,0.801047146320343,0.7696335315704346
Dataset_10FoldCV_indexed.csv,4,shape,0.01,0.5,0.9214659929275512,0.9109947681427002
Dataset_10FoldCV_indexed.csv,5,image,1e-05,0.5,1.0,0.9790576100349426
Dataset_10FoldCV_indexed.csv,5,vein,0.0001,0.5,0.9842932224273682,0.9633507728576659
Dataset_10FoldCV_indexed.csv,5,xyprojection,0.1,0.5,0.8586387634277344,0.8272251486778259
Dataset_10FoldCV_indexed.csv,5,color,0.001,0.5,0.9057591557502748,0.8848167657852173
Dataset_10FoldCV_indexed.csv,5,texture,0.0001,0.5,0.8586387634277344,0.8062826991081238
Dataset_10FoldCV_indexed.csv,5,fourier,1.0,0.5,0.7958115339279175,0.7748690843582153
Dataset_10FoldCV_indexed.csv,5,shape,0.001,0.5,0.9214659929275512,0.9319371581077576
Dataset_10FoldCV_indexed.csv,6,image,0.0001,0.5,0.9947643876075744,0.9895287752151488
Dataset_10FoldCV_indexed.csv,6,vein,0.001,0.5,0.9947643876075744,0.9685863852500916
Dataset_10FoldCV_indexed.csv,6,xyprojection,0.1,0.5,0.8481675386428833,0.8324607610702515
Dataset_10FoldCV_indexed.csv,6,color,0.01,0.5,0.8743455410003662,0.9109947681427002
Dataset_10FoldCV_indexed.csv,6,texture,0.01,0.5,0.8115183115005493,0.8586387634277344
Dataset_10FoldCV_indexed.csv,6,fourier,0.01,0.5,0.8219895362854004,0.7801046967506409
Dataset_10FoldCV_indexed.csv,6,shape,0.001,0.5,0.926701545715332,0.9371727705001832
Dataset_10FoldCV_indexed.csv,7,image,0.0001,0.5,0.9947643876075744,0.9790576100349426
Dataset_10FoldCV_indexed.csv,7,vein,0.0001,0.5,0.9842932224273682,0.9371727705001832
Dataset_10FoldCV_indexed.csv,7,xyprojection,0.1,0.5,0.8586387634277344,0.8481675386428833
Dataset_10FoldCV_indexed.csv,7,color,0.001,0.5,0.9319371581077576,0.9057591557502748
Dataset_10FoldCV_indexed.csv,7,texture,1e-05,0.5,0.8795811533927917,0.8324607610702515
Dataset_10FoldCV_indexed.csv,7,fourier,0.01,0.5,0.8219895362854004,0.8167539238929749
Dataset_10FoldCV_indexed.csv,7,shape,0.0001,0.5,0.9581151604652404,0.9319371581077576
Dataset_10FoldCV_indexed.csv,8,image,1e-05,0.5,0.9947643876075744,0.9736841917037964
Dataset_10FoldCV_indexed.csv,8,vein,0.0001,0.5,0.9738219976425172,0.9578947424888612
Dataset_10FoldCV_indexed.csv,8,xyprojection,0.001,0.5,0.8743455410003662,0.8210526108741759
Dataset_10FoldCV_indexed.csv,8,color,0.0001,0.5,0.926701545715332,0.8999999761581421
Dataset_10FoldCV_indexed.csv,8,texture,0.001,0.5,0.8638743162155151,0.8736842274665833
Dataset_10FoldCV_indexed.csv,8,fourier,1e-05,0.5,0.8167539238929749,0.8157894611358643
Dataset_10FoldCV_indexed.csv,8,shape,0.001,0.5,0.9214659929275512,0.9263157844543456
Dataset_10FoldCV_indexed.csv,9,image,0.01,0.5,0.9947368502616882,0.9842105507850648
Dataset_10FoldCV_indexed.csv,9,vein,1e-05,0.5,0.9789473414421082,0.9526315927505492
Dataset_10FoldCV_indexed.csv,9,xyprojection,0.01,0.5,0.878947377204895,0.8157894611358643
Dataset_10FoldCV_indexed.csv,9,color,0.001,0.5,0.9052631855010986,0.8999999761581421
Dataset_10FoldCV_indexed.csv,9,texture,0.001,0.5,0.8631578683853149,0.8473684191703796
Dataset_10FoldCV_indexed.csv,9,fourier,0.01,0.5,0.8421052694320679,0.7684210538864136
Dataset_10FoldCV_indexed.csv,9,shape,0.001,0.5,0.9315789341926576,0.9157894849777222
Dataset_10FoldCV_indexed.csv,10,image,1e-05,0.5,1.0,0.9684210419654846
Dataset_10FoldCV_indexed.csv,10,vein,1e-05,0.5,0.9842105507850648,0.9421052336692809
Dataset_10FoldCV_indexed.csv,10,xyprojection,0.01,0.5,0.9052631855010986,0.8052631616592407
Dataset_10FoldCV_indexed.csv,10,color,0.01,0.5,0.8631578683853149,0.8684210777282715
Dataset_10FoldCV_indexed.csv,10,texture,0.1,0.5,0.8210526108741759,0.8052631616592407
