kfold_file,feature,fold,model_file,val_acc,test_acc
Dataset_10FoldCV_indexed.csv,image,1,Dataset_10FoldCV_indexed_models/ENCODER-image-l2rate0.0001-dropout0.5-fold1.h5,0.9842105507850648,0.9895287752151488
Dataset_10FoldCV_indexed.csv,vein,1,Dataset_10FoldCV_indexed_models/ENCODER-vein-l2rate0.001-dropout0.5-fold1.h5,0.9578947424888612,0.9476439952850342
Dataset_10FoldCV_indexed.csv,xyprojection,1,Dataset_10FoldCV_indexed_models/ENCODER-xyprojection-l2rate0.1-dropout0.5-fold1.h5,0.8684210777282715,0.8900523781776428
Dataset_10FoldCV_indexed.csv,color,1,Dataset_10FoldCV_indexed_models/ENCODER-color-l2rate0.001-dropout0.5-fold1.h5,0.9263157844543456,0.8900523781776428
Dataset_10FoldCV_indexed.csv,texture,1,Dataset_10FoldCV_indexed_models/ENCODER-texture-l2rate0.0001-dropout0.5-fold1.h5,0.8578947186470032,0.8219895362854004
Dataset_10FoldCV_indexed.csv,fourier,1,Dataset_10FoldCV_indexed_models/ENCODER-fourier-l2rate0.01-dropout0.5-fold1.h5,0.8736842274665833,0.9005235433578491
Dataset_10FoldCV_indexed.csv,shape,1,Dataset_10FoldCV_indexed_models/ENCODER-shape-l2rate0.001-dropout0.5-fold1.h5,0.9052631855010986,0.8691099286079407
Dataset_10FoldCV_indexed.csv,image,2,Dataset_10FoldCV_indexed_models/ENCODER-image-l2rate0.001-dropout0.5-fold2.h5,0.9947643876075744,0.9790576100349426
Dataset_10FoldCV_indexed.csv,vein,2,Dataset_10FoldCV_indexed_models/ENCODER-vein-l2rate0.0001-dropout0.5-fold2.h5,0.9842932224273682,0.9319371581077576
Dataset_10FoldCV_indexed.csv,xyprojection,2,Dataset_10FoldCV_indexed_models/ENCODER-xyprojection-l2rate0.01-dropout0.5-fold2.h5,0.9214659929275512,0.9162303805351256
Dataset_10FoldCV_indexed.csv,color,2,Dataset_10FoldCV_indexed_models/ENCODER-color-l2rate0.001-dropout0.5-fold2.h5,0.9109947681427002,0.8691099286079407
